Excerpt from http://lter.kbs.msu.edu/datasets/52 with added errors;;;;;
sample_date;state;station;species;sex;count
22.06.12;IN;NEPAC;Rhopalosiphum.nymphaeae;F;1
22.06.12;IN;ACRE;Nearctaphis.bakeri;F;2
22.06.12;IN;NEPAC;Aphis.illinoisensis;F;1
22.06.12;IN;PPAC;Nearctaphis.bakeri;F;1
22.06.12;IN;SEPAC;Rhopalosiphum.rufiabdominale;F;4
22.06.12;IN;DPAC;Rhopalosiphum.rufiabdominale;F;4
22.06.12;IN;NEPAC;Eriosoma.sp.;F;1
22.06.12;IN;PPAC;Tetraneura.sp.;F;3
22.06.12;IN;DPAC;Hyalopterus.pruni;F;5
22.06.12;IN;SEPAC;Hyalopterus.pruni;F;5
22.06.12;IN;ACRE;Hyalopterus.pruni;F;1
22.06.12;IN;PPAC;Geoica.utricularia;F;1
22.06.12;IN;ACRE;Geoica.utricularia;F;1
22.06.12;IN;SEPAC;Rhopalosiphum.padi;F;4
22.06.12;IN;NEPAC;Rhopalosiphum.padi;F;1
22.06.12;IN;DPAC;Rhopalosiphum.padi;F;4
22.06.12;IN;ACRE;Capitophorus.elaeagni;F;1
22.06.12;IN;PPAC;Hyadaphis.foeniculi;F;1
22.06.12;IN;NEPAC;Kaltenbachiella.ulmifusa;F;1
22.06.12;IN;ACRE;Hyadaphis.foeniculi;F;3
22.06.12;IN;DPAC;Pemphigus.sp.;F;4
22.06.12;IN;SEPAC;Hyadaphis.foeniculi;F;42
22.06.12;IN;ACRE;Aphis.craccivora;F;1
22.06.12;IN;PPAC;Pemphigus.sp.;F;2
22.06.12;IN;DPAC;Hyadaphis.foeniculi;F;42
22.06.12;IN;NEPAC;Pemphigus.sp.;F;6
22.06.12;IN;SEPAC;Pemphigus.sp.;F;4
22.06.12;IN;ACRE;Pemphigus.sp.;F;3
22.06.12;IN;NEPAC;Capitophorus.elaeagni;F;1
22.06.12;IN;PPAC;Aphis.craccivora;F;3
22.06.12;IN;NEPAC;Nearctaphis.crataegifoliae;F;1
22.06.12;IN;DPAC;Aphis.coreopsidis;F;2
22.06.12;IN;SEPAC;Aphis.coreopsidis;F;2
22.06.12;IN;DPAC;Therioaphis.trifolii;F;1
22.06.12;IN;NEPAC;Therioaphis.trifolii;F;1
22.06.12;IN;SEPAC;Therioaphis.trifolii;F;1
22.06.12;IN;DPAC;Aphis.sambuci;F;1
22.06.12;IN;SEPAC;Aphis.sambuci;F;1
22.06.12;IN;DPAC;Myzus.persicae;F;2
22.06.12;IN;ACRE;Dysaphis.plantaginea;F;1
22.06.12;IN;SEPAC;Myzus.persicae;F;2
15.06.12;IN;ACRE;Rhopalosiphoninus.staphyleae;F;1
15.06.12;IN;ACRE;Lipaphis.pseudobrassicae;F;3
15.06.12;IN;PPAC;Aphis.sambuci;F;1
15.06.12;IN;DPAC;Myzus.persicae;F;1
15.06.12;IN;PPAC;Myzus.persicae;F;1
15.06.12;IN;DPAC;Capitophorus.hippophaes;F;1
15.06.12;IN;SEPAC;Myzus.persicae;F;1
15.06.12;IN;SEPAC;Capitophorus.hippophaes;F;1
15.06.12;IN;PPAC;Tetraneura.sp.;F;1
15.06.12;IN;PPAC;Phylloxerids;F;1
15.06.12;IN;ACRE;Sitobion.avenae;F;1
15.06.12;IN;ACRE;Aphis.craccivora;F;2
15.06.12;IN;SEPAC;Sitobion.avenae;F;3
15.06.12;IN;DPAC;Sitobion.avenae;F;3
15.06.12;IN;SEPAC;Drepanaphis.acerifoliae;F;1
15.06.12;IN;DPAC;Drepanaphis.acerifoliae;F;1
15.06.12;IN;PPAC;Aphis.craccivora;F;3
15.06.12;IN;ACRE;Rhopalosiphum.cerasifoliae;F;1
15.06.12;IN;ACRE;Colopha.ulmicola;F;2
15.06.12;IN;DPAC;Colopha.ulmicola;F;1
15.06.12;IN;SEPAC;Colopha.ulmicola;F;1
15.06.12;IN;SEPAC;Hyadaphis.foeniculi;F;16
15.06.12;IN;DPAC;Hyadaphis.foeniculi;F;16
15.06.12;IN;DPAC;Rhopalosiphum.rufiabdominale;F;1
15.06.12;IN;DPAC;Thripsaphis.sp.;F;1
15.06.12;IN;SEPAC;Rhopalosiphum.rufiabdominale;F;1
15.06.12;IN;SEPAC;Thripsaphis.sp.;F;1
15.06.12;IN;DPAC;Macrosiphum.euphorbiae;F;2
15.06.12;IN;SEPAC;Macrosiphum.euphorbiae;F;2
15.06.12;IN;DPAC;Hyalopterus.pruni;F;2
15.06.12;IN;SEPAC;Hyalopterus.pruni;F;2
15.06.12;IN;ACRE;Rhopalosiphum.padi;F;3
15.06.12;IN;SEPAC;Rhopalosiphum.padi;F;2
15.06.12;IN;ACRE;Hyalopterus.pruni;F;1
15.06.12;IN;DPAC;Rhopalosiphum.padi;F;2
15.06.12;IN;PPAC;Rhopalosiphum.padi;F;1
15.06.12;IN;ACRE;Aphis.coreopsidis;F;1
15.06.12;IN;DPAC;Aphis.middletonii;F;1
15.06.12;IN;SEPAC;Aphis.middletonii;F;1
15.06.12;IN;SEPAC;Geoica.utricularia;F;1
15.06.12;IN;NEPAC;Geoica.utricularia;F;1
15.06.12;IN;DPAC;Geoica.utricularia;F;1
15.06.12;IN;PPAC;Geoica.utricularia;F;1
15.06.12;IN;ACRE;Geoica.utricularia;F;4
15.06.12;IN;SEPAC;Capitophorus.elaeagni;F;1
15.06.12;IN;SEPAC;Aphis.coreopsidis;F;3
15.06.12;IN;DPAC;Aphis.coreopsidis;F;3
15.06.12;IN;SEPAC;Acyrthosiphon.pisum;F;1
15.06.12;IN;DPAC;Acyrthosiphon.pisum;F;1
15.06.12;IN;SEPAC;Chaitophorus.sp.;F;1
15.06.12;IN;DPAC;Chaitophorus.sp.;F;1
15.06.12;IN;ACRE;Anoecia.oenotherae;F;1
15.06.12;IN;ACRE;Nearctaphis.bakeri;F;3
15.06.12;IN;PPAC;Nearctaphis.bakeri;F;1
15.06.12;IN;DPAC;Calaphis.betulella;F;2
15.06.12;IN;DPAC;Capitophorus.elaeagni;F;1
15.06.12;IN;DPAC;Pemphigus.sp.;F;4
15.06.12;IN;PPAC;Pemphigus.sp.;F;3
15.06.12;IN;SEPAC;Calaphis.betulella;F;2
15.06.12;IN;ACRE;Pemphigus.sp.;F;5
15.06.12;IN;NEPAC;Capitophorus.elaeagni;F;1
15.06.12;IN;NEPAC;Pemphigus.sp.;F;3
15.06.12;IN;SEPAC;Pemphigus.sp.;F;4
15.06.12;IN;DPAC;Forda.marginata;F;1
15.06.12;IN;ACRE;Forda.marginata;F;2
15.06.12;IN;SEPAC;Forda.marginata;F;1
15.06.12;IN;NEPAC;Therioaphis.trifolii;F;1
15.06.12;IN;PPAC;Therioaphis.trifolii;F;1
08.06.12;IN;DPAC;Therioaphis.trifolii;F;1
08.06.12;IN;SEPAC;Therioaphis.trifolii;F;1
08.06.12;IN;PPAC;Forda.marginata;F;1
08.06.12;IN;ACRE;Therioaphis.trifolii;F;1
08.06.12;IN;NEPAC;Forda.marginata;F;1
08.06.12;IN;SEPAC;Nearctaphis.bakeri;F;1
08.06.12;IN;DPAC;Nearctaphis.bakeri;F;1
08.06.12;IN;PPAC;Nearctaphis.bakeri;F;1
08.06.12;IN;PPAC;Rhopalosiphum.sp.;F;1
08.06.12;IN;DPAC;Rhopalosiphum.nymphaeae;F;1
08.06.12;IN;SEPAC;Geoica.utricularia;F;4
08.06.12;IN;SEPAC;Rhopalosiphum.nymphaeae;F;1
08.06.12;IN;DPAC;Tetraneura.sp.;F;1
08.06.12;IN;ACRE;Macrosiphum.euphorbiae;F;1
08.06.12;IN;SEPAC;Tetraneura.sp.;F;1
08.06.12;IN;NEPAC;Aphis.middletonii;F;1
08.06.12;IN;DPAC;Geoica.utricularia;F;4
08.06.12;IN;PPAC;Hyalopterus.pruni;F;1
08.06.12;IN;PPAC;Eriosoma.sp.;F;1
08.06.12;IN;PPAC;Aphis.coreopsidis;F;1
08.06.12;IN;PPAC;Schizaphis.graminum;F;2
08.06.12;IN;ACRE;Rhopalosiphum.padi;F;1
08.06.12;IN;NEPAC;Rhopalosiphum.padi;F;4
08.06.12;IN;SEPAC;Rhopalosiphum.padi;F;2
08.06.12;IN;PPAC;Rhopalosiphum.padi;F;4
08.06.12;IN;DPAC;Aphis.coreopsidis;F;1
08.06.12;IN;SEPAC;Aphis.coreopsidis;F;1
08.06.12;IN;DPAC;Rhopalosiphum.padi;F;2
08.06.12;IN;PPAC;Pemphigus.sp.;F;1
08.06.12;IN;ACRE;Anoecia.oenotherae;F;1
08.06.12;IN;SEPAC;Pemphigus.populitransversus;F;1
08.06.12;IN;DPAC;Pemphigus.populitransversus;F;1
08.06.12;IN;SEPAC;Capitophorus.hippophaes;F;1
08.06.12;IN;DPAC;Capitophorus.hippophaes;F;1
08.06.12;IN;DPAC;Myzus.persicae;F;1
08.06.12;IN;DPAC;Dysaphis.plantaginea;F;1
08.06.12;IN;SEPAC;Myzus.persicae;F;1
08.06.12;IN;SEPAC;Dysaphis.plantaginea;F;1
08.06.12;IN;DPAC;Colopha.ulmicola;F;2
08.06.12;IN;SEPAC;Colopha.ulmicola;F;2
08.06.12;IN;ACRE;Phylloxerids;F;1
08.06.12;IN;SEPAC;Aphis.fabae;F;1
08.06.12;IN;DPAC;Aphis.fabae;F;1
08.06.12;IN;SEPAC;Aphis.craccivora;F;2
08.06.12;IN;DPAC;Aphis.craccivora;F;2
08.06.12;IN;PPAC;Aphis.craccivora;F;1
01.06.12;IN;DPAC;Tetraneura.sp.;F;1
01.06.12;IN;PPAC;Rhopalosiphoninus.staphyleae;F;1
01.06.12;IN;SEPAC;Lipaphis.pseudobrassicae;F;1
01.06.12;IN;PPAC;Lipaphis.pseudobrassicae;F;2
01.06.12;IN;ACRE;Aphis.sambuci;F;1
01.06.12;IN;SEPAC;Tetraneura.sp.;F;1
01.06.12;IN;DPAC;Lipaphis.pseudobrassicae;F;1
01.06.12;IN;ACRE;Dysaphis.plantaginea;F;1
01.06.12;IN;NEPAC;Rhopalomyzus.poae;F;1
01.06.12;IN;PPAC;Forda.marginata;F;1
01.06.12;IN;PPAC;Dysaphis.sp.;F;1
01.06.12;IN;PPAC;Myzocallis.Neomyzocallis.punctatus;F;1
01.06.12;IN;NEPAC;Schizaphis.graminum;F;2
01.06.12;IN;NEPAC;Rhopalosiphum.rufiabdominale;F;1
01.06.12;IN;DPAC;Rhopalosiphum.rufiabdominale;F;4
01.06.12;IN;ACRE;Rhopalosiphum.sp.;M;1
01.06.12;IN;SEPAC;Rhopalosiphum.rufiabdominale;F;4
01.06.12;IN;NEPAC;Hyalopterus.pruni;F;1
01.06.12;IN;ACRE;Hyalopterus.pruni;F;1
01.06.12;IN;NEPAC;Pemphigus.sp.;F;3
01.06.12;IN;NEPAC;Aphis.coreopsidis;F;2
01.06.12;IN;PPAC;Aphis.coreopsidis;F;1
01.06.12;IN;PPAC;Anoecia.oenotherae;F;1
01.06.12;IN;ACRE;Nearctaphis.bakeri;F;2
01.06.12;IN;ACRE;Cavariella.oegopodii;F;1
01.06.12;IN;SEPAC;Geoica.utricularia;F;4
01.06.12;IN;PPAC;Nearctaphis.bakeri;F;2
01.06.12;IN;NEPAC;Geoica.utricularia;F;1
01.06.12;IN;DPAC;Aphis.coreopsidis;F;3
01.06.12;IN;SEPAC;Aphis.coreopsidis;F;3
01.06.12;IN;PPAC;Acyrthosiphon.pisum;F;2
01.06.12;IN;DPAC;Geoica.utricularia;F;4
01.06.12;IN;NEPAC;Capitophorus.elaeagni;F;1
01.06.12;IN;NEPAC;Sitobion.avenae;F;2
01.06.12;IN;NEPAC;Rhopalosiphum.padi;F;7
01.06.12;IN;ACRE;Rhopalosiphum.padi;F;6
01.06.12;IN;PPAC;Rhopalosiphum.padi;F;2
01.06.12;IN;DPAC;Carolinaia.carolinensis;F;1
01.06.12;IN;SEPAC;Carolinaia.carolinensis;F;1
25.05.12;IN;NEPAC;Therioaphis.trifolii;F;4
25.05.12;IN;ACRE;Therioaphis.trifolii;F;1
25.05.12;IN;DPAC;Phylloxerids;F;1
25.05.12;IN;SEPAC;Phylloxerids;F;1
25.05.12;IN;NEPAC;Phylloxerids;F;1
25.05.12;IN;NEPAC;Iziphya.flabella;F;1
25.05.12;IN;NEPAC;Sitobion.avenae;F;1
25.05.12;IN;SEPAC;Sitobion.avenae;F;1
25.05.12;IN;DPAC;Sitobion.avenae;F;1
25.05.12;IN;ACRE;Aphis.craccivora;F;2
25.05.12;IN;NEPAC;Aphis.craccivora;F;3
25.05.12;IN;DPAC;Aphis.craccivora;F;2
25.05.12;IN;SEPAC;Aphis.craccivora;F;2
25.05.12;IN;DPAC;Forda.marginata;F;1
25.05.12;IN;SEPAC;Forda.marginata;F;1
25.05.12;IN;DPAC;Tetraneura.sp.;F;2
25.05.12;IN;SEPAC;Tetraneura.sp.;F;2
25.05.12;IN;PPAC;Tetraneura.sp.;F;2
25.05.12;IN;DPAC;Pemphigus.sp.;F;3
25.05.12;IN;PPAC;Dysaphis.plantaginea;F;2
25.05.12;IN;SEPAC;Pemphigus.sp.;F;3
25.05.12;IN;NEPAC;Pemphigus.sp.;F;3
25.05.12;IN;ACRE;Pemphigus.sp.;F;1
25.05.12;IN;NEPAC;Lipaphis.pseudobrassicae;F;1
25.05.12;IN;ACRE;Lipaphis.pseudobrassicae;F;4
25.05.12;IN;ACRE;Dysaphis.plantaginea;F;1
25.05.12;IN;SEPAC;Capitophorus.hippophaes;F;1
25.05.12;IN;DPAC;Capitophorus.hippophaes;F;1
25.05.12;IN;SEPAC;Eriosoma.sp.;F;1
25.05.12;IN;DPAC;Eriosoma.sp.;F;1
25.05.12;IN;SEPAC;Aphis.coreopsidis;F;2
25.05.12;IN;ACRE;Rhopalosiphum.padi;F;5
25.05.12;IN;DPAC;Aphis.coreopsidis;F;2
25.05.12;IN;NEPAC;Rhopalosiphum.padi;F;34
25.05.12;IN;SEPAC;Rhopalosiphum.padi;F;15
25.05.12;IN;DPAC;Rhopalosiphum.padi;F;15
25.05.12;IN;PPAC;Rhopalosiphum.padi;F;3
25.05.12;IN;ACRE;Nearctaphis.bakeri;F;1
25.05.12;IN;PPAC;Nearctaphis.bakeri;F;1
25.05.12;IN;NEPAC;Aphis.spiraecola;F;1
25.05.12;IN;ACRE;Unknown;F;1
25.05.12;IN;ACRE;Capitophorus.elaeagni;F;1
25.05.12;IN;NEPAC;Macrosiphum.euphorbiae;F;1
25.05.12;IN;SEPAC;Myzocallis.Neomyzocallis.punctatus;F;3
25.05.12;IN;DPAC;Myzocallis.Neomyzocallis.punctatus;F;3
25.05.12;IN;ACRE;Rhopalosiphum.sp.;M;1
25.05.12;IN;NEPAC;Rhopalosiphum.sp.;M;1
25.05.12;IN;PPAC;Schizaphis.graminum;F;1
25.05.12;IN;NEPAC;Schizaphis.graminum;F;1
25.05.12;IN;NEPAC;Acyrthosiphon.pisum;F;1
25.05.12;IN;SEPAC;Anoecia.oenotherae;F;1
25.05.12;IN;DPAC;Anoecia.oenotherae;F;1
25.05.12;IN;DPAC;Hamamelistes.spinosus;F;1
25.05.12;IN;ACRE;Anoecia.oenotherae;F;1
25.05.12;IN;SEPAC;Hamamelistes.spinosus;F;1
25.05.12;IN;ACRE;Anoecia.cornicola;F;1
18.05.12;IN;PPAC;Schizaphis.graminum;F;4
18.05.12;IN;ACRE;Schizaphis.graminum;F;1
18.05.12;IN;DPAC;Tetraneura.sp.;F;1
18.05.12;IN;PPAC;Aulacorthum.solani;F;1
18.05.12;IN;NEPAC;Schizaphis.graminum;F;6
18.05.12;IN;SEPAC;Tetraneura.sp.;F;1
18.05.12;IN;NEPAC;Sipha.elegans;F;1
18.05.12;IN;ACRE;Tetraneura.sp.;F;1
18.05.12;IN;ACRE;Macrosiphum.euphorbiae;F;1
18.05.12;IN;NEPAC;Nearctaphis.bakeri;F;2
18.05.12;IN;ACRE;Nearctaphis.bakeri;F;1
18.05.12;IN;ACRE;Rhopalosiphum.sp.;F;1
18.05.12;IN;NEPAC;Capitophorus.elaeagni;F;2
18.05.12;IN;ACRE;Aphis.spiraecola;F;1
18.05.12;IN;PPAC;Unknown;F;1
18.05.12;IN;ACRE;Capitophorus.elaeagni;F;3
18.05.12;IN;ACRE;Anoecia.oenotherae;F;3
18.05.12;IN;NEPAC;Aphis.middletonii;F;1
18.05.12;IN;SEPAC;Rhopalosiphum.padi;F;9
18.05.12;IN;NEPAC;Rhopalosiphum.padi;F;56
18.05.12;IN;ACRE;Rhopalosiphum.padi;F;95
18.05.12;IN;PPAC;Rhopalosiphum.padi;F;37
18.05.12;IN;DPAC;Rhopalosiphum.padi;F;9
18.05.12;IN;DPAC;Phylloxerids;F;2
18.05.12;IN;SEPAC;Phylloxerids;F;2
18.05.12;IN;ACRE;Aphis.craccivora;F;8
18.05.12;IN;NEPAC;Aphis.craccivora;F;4
18.05.12;IN;ACRE;Phylloxerids;F;3
18.05.12;IN;SEPAC;Aphis.craccivora;F;1
18.05.12;IN;DPAC;Aphis.craccivora;F;1
18.05.12;IN;PPAC;Aphis.craccivora;F;1
18.05.12;IN;PPAC;Acyrthosiphon.pisum;F;4
18.05.12;IN;ACRE;Acyrthosiphon.pisum;F;4
18.05.12;IN;NEPAC;Acyrthosiphon.pisum;F;1
18.05.12;IN;ACRE;Iziphya.flabella;F;1
18.05.12;IN;NEPAC;Therioaphis.trifolii;F;1
18.05.12;IN;ACRE;Forda.marginata;F;1
18.05.12;IN;NEPAC;Pemphigus.sp.;F;4
18.05.12;IN;ACRE;Pemphigus.sp.;F;1
18.05.12;IN;NEPAC;Lipaphis.pseudobrassicae;F;9
18.05.12;IN;ACRE;Lipaphis.pseudobrassicae;F;8
18.05.12;IN;ACRE;Aphis.sambuci;F;1
18.05.12;IN;PPAC;Lipaphis.pseudobrassicae;F;2
18.05.12;IN;DPAC;Dysaphis.plantaginea;F;2
18.05.12;IN;NEPAC;Dysaphis.plantaginea;F;1
18.05.12;IN;SEPAC;Dysaphis.plantaginea;F;2
18.05.12;IN;PPAC;Myzus.persicae;F;2
11.11.11;IN;ACRE;Rhopalosiphum.rufiabdominale;F;1
11.11.11;IN;ACRE;Dysaphis.plantaginea;M;1
11.11.11;IN;ACRE;Anoecia.corni;F;1
04.11.11;IN;ACRE;Anoecia.corni;F;1
04.11.11;IN;ACRE;Tetraneura.sp.;F;1
04.11.11;IN;ACRE;Pemphigus.sp.;F;5
04.11.11;IN;ACRE;Capitophorus.elaeagni;M;1
04.11.11;IN;ACRE;Dysaphis.plantaginea;F;2
04.11.11;IN;ACRE;Hysteroneura.setariae;F;1
04.11.11;IN;ACRE;Rhopalosiphum.padi;F;7
28.10.11;IN;ACRE;Rhopalosiphum.rufiabdominale;F;5
28.10.11;IN;ACRE;Hysteroneura.setariae;F;2
28.10.11;IN;ACRE;Dysaphis.plantaginea;M;1
28.10.11;IN;ACRE;Dysaphis.plantaginea;F;3
28.10.11;IN;ACRE;Unknown;F;2
28.10.11;IN;ACRE;Myzus.lythri;F;3
28.10.11;IN;ACRE;Myzus.lythri;M;1
28.10.11;IN;ACRE;Rhopalosiphum.padi;F;12
28.10.11;IN;ACRE;Macrosiphoniella.sp.;F;2
28.10.11;IN;ACRE;Pemphigus.sp.;F;32
28.10.11;IN;ACRE;Anoecia.corni;F;1
28.10.11;IN;ACRE;Anoecia.cornicola;F;3
28.10.11;IN;ACRE;Capitophorus.elaeagni;F;2
28.10.11;IN;ACRE;Hyadaphis.foeniculi;M;1
28.10.11;IN;ACRE;Rhopalosiphum.maidis;F;1
28.10.11;IN;ACRE;Acyrthosiphon.pisum;F;2
28.10.11;IN;ACRE;Colopha.ulmicola;F;1
21.10.11;IN;ACRE;Therioaphis.trifolii;F;1
21.10.11;IN;DPAC;Colopha.ulmicola;F;1
21.10.11;IN;PPAC;Prociphilus.sp.;F;2
21.10.11;IN;NEPAC;Colopha.ulmicola;F;2
21.10.11;IN;ACRE;Colopha.ulmicola;F;8
21.10.11;IN;PPAC;Colopha.ulmicola;F;1
21.10.11;IN;PPAC;Sitobion.avenae;F;2
21.10.11;IN;PPAC;Myzus.lythri;M;1
21.10.11;IN;PPAC;Myzus.lythri;F;7
21.10.11;IN;NEPAC;Myzus.lythri;F;2
21.10.11;IN;ACRE;Nearctaphis.crataegifoliae;F;1
21.10.11;IN;SEPAC;Hyadaphis.foeniculi;F;1
21.10.11;IN;PPAC;Hyadaphis.foeniculi;F;1
21.10.11;IN;SEPAC;Hyadaphis.foeniculi;M;1
21.10.11;IN;ACRE;Hyadaphis.foeniculi;M;1
21.10.11;IN;NEPAC;Hyadaphis.foeniculi;F;1
21.10.11;IN;ACRE;Aphis.glycines;M;3
21.10.11;IN;ACRE;Aphis.glycines;F;1
21.10.11;IN;PPAC;Aphis.glycines;F;1
21.10.11;IN;DPAC;Aphis.glycines;F;25
21.10.11;IN;DPAC;Aphis.glycines;M;1
21.10.11;IN;SEPAC;Aphis.glycines;F;1
21.10.11;IN;ACRE;Capitophorus.hippophaes;F;5
21.10.11;IN;NEPAC;Aphis.glycines;M;3
21.10.11;IN;NEPAC;Aphis.glycines;F;6
21.10.11;IN;SEPAC;Capitophorus.hippophaes;F;3
21.10.11;IN;PPAC;Eriosoma.sp.;F;1
21.10.11;IN;SEPAC;Hysteroneura.setariae;F;2
21.10.11;IN;PPAC;Dysaphis.plantaginea;F;2
21.10.11;IN;NEPAC;Dysaphis.plantaginea;F;2
21.10.11;IN;ACRE;Rhopalosiphum.rufiabdominale;F;1
21.10.11;IN;NEPAC;Pemphigus.sp.;F;3
21.10.11;IN;PPAC;Rhopalosiphum.rufiabdominale;F;1
21.10.11;IN;SEPAC;Rhopalosiphum.rufiabdominale;F;1
21.10.11;IN;DPAC;Pemphigus.sp.;F;2
21.10.11;IN;ACRE;Anoecia.cornicola;F;1
21.10.11;IN;ACRE;Pemphigus.sp.;F;9
21.10.11;IN;SEPAC;Pemphigus.sp.;F;3
21.10.11;IN;ACRE;Rhopalosiphum.maidis;F;1
21.10.11;IN;SEPAC;Rhopalosiphum.maidis;F;1
21.10.11;IN;PPAC;Pemphigus.sp.;F;5
21.10.11;IN;SEPAC;Schizaphis.graminum;F;1
21.10.11;IN;DPAC;Rhopalosiphum.maidis;F;3
21.10.11;IN;SEPAC;Schizaphis.graminum;M;1
21.10.11;IN;NEPAC;Rhopalosiphum.maidis;F;1
21.10.11;IN;ACRE;Rhopalosiphum.nymphaeae;F;1
21.10.11;IN;DPAC;Rhopalosiphum.padi;F;4
21.10.11;IN;ACRE;Rhopalosiphum.padi;F;12
21.10.11;IN;PPAC;Rhopalosiphum.nymphaeae;F;1
21.10.11;IN;PPAC;Rhopalosiphum.padi;F;4
21.10.11;IN;SEPAC;Rhopalosiphum.padi;F;5
21.10.11;IN;NEPAC;Rhopalosiphum.padi;F;7
21.10.11;IN;ACRE;Acyrthosiphon.kondoi;F;1
21.10.11;IN;PPAC;Anoecia.cornicola;F;1
21.10.11;IN;ACRE;Capitophorus.elaeagni;M;2
21.10.11;IN;PPAC;Capitophorus.elaeagni;M;3
21.10.11;IN;NEPAC;Rhopalosiphum.insertum;F;4
21.10.11;IN;PPAC;Capitophorus.elaeagni;F;4
21.10.11;IN;ACRE;Capitophorus.elaeagni;F;6
21.10.11;IN;PPAC;Hyalopterus.pruni;F;1
21.10.11;IN;PPAC;Rhopalosiphum.insertum;F;3
21.10.11;IN;NEPAC;Tetraneura.sp.;F;1
21.10.11;IN;SEPAC;Tetraneura.sp.;F;2
21.10.11;IN;ACRE;Myzus.persicae;F;1
21.10.11;IN;DPAC;Tetraneura.sp.;F;2
21.10.11;IN;PPAC;Tetraneura.sp.;F;13
21.10.11;IN;ACRE;Tetraneura.sp.;F;3
14.10.11;IN;ACRE;Chaitophorus.sp.;F;18
14.10.11;IN;DPAC;Myzus.persicae;F;1
14.10.11;IN;SEPAC;Macrosiphum.euphorbiae;F;1
14.10.11;IN;ACRE;Macrosiphum.euphorbiae;F;1
14.10.11;IN;PPAC;Nearctaphis.bakeri;F;1
14.10.11;IN;PPAC;Macrosiphum.euphorbiae;F;1
14.10.11;IN;SEPAC;Rhopalosiphum.nymphaeae;F;1
14.10.11;IN;DPAC;Aphis.spiraecola;F;1
14.10.11;IN;DPAC;Rhopalosiphum.nymphaeae;F;1
14.10.11;IN;PPAC;Rhopalosiphum.nymphaeae;M;4
14.10.11;IN;PPAC;Rhopalosiphum.nymphaeae;F;10
14.10.11;IN;PPAC;Eriosoma.sp.;F;1
14.10.11;IN;NEPAC;Hyalopterus.pruni;F;1
14.10.11;IN;ACRE;Rhopalosiphum.padi;F;15
14.10.11;IN;PPAC;Myzus.lythri;M;7
14.10.11;IN;SEPAC;Schizaphis.graminum;F;3
14.10.11;IN;PPAC;Rhopalosiphum.padi;F;44
14.10.11;IN;PPAC;Myzus.lythri;F;48
14.10.11;IN;ACRE;Schizaphis.graminum;F;2
14.10.11;IN;DPAC;Rhopalosiphum.padi;F;38
14.10.11;IN;NEPAC;Rhopalosiphum.padi;F;52
14.10.11;IN;NEPAC;Myzus.lythri;F;2
14.10.11;IN;SEPAC;Rhopalosiphum.padi;F;2
14.10.11;IN;DPAC;Myzus.lythri;M;1
14.10.11;IN;ACRE;Aphis.coreopsidis;F;1
14.10.11;IN;DPAC;Myzus.lythri;F;5
14.10.11;IN;SEPAC;Anoecia.setariae;F;4
14.10.11;IN;NEPAC;Tetraneura.sp.;F;7
14.10.11;IN;SEPAC;Myzus.lythri;F;2
14.10.11;IN;SEPAC;Tetraneura.sp.;F;5
14.10.11;IN;ACRE;Myzus.lythri;F;1
14.10.11;IN;ACRE;Anoecia.corni;F;1
14.10.11;IN;NEPAC;Anoecia.corni;F;2
14.10.11;IN;DPAC;Tetraneura.sp.;F;12
14.10.11;IN;PPAC;Anoecia.corni;F;5
14.10.11;IN;ACRE;Anoecia.cornicola;F;3
14.10.11;IN;PPAC;Anoecia.cornicola;F;12
14.10.11;IN;SEPAC;Anoecia.cornicola;F;5
14.10.11;IN;DPAC;Anoecia.cornicola;F;1
14.10.11;IN;NEPAC;Anoecia.cornicola;F;1
14.10.11;IN;ACRE;Tetraneura.sp.;F;12
14.10.11;IN;PPAC;Tetraneura.sp.;F;375
14.10.11;IN;ACRE;Therioaphis.trifolii;F;1
14.10.11;IN;SEPAC;Hyadaphis.foeniculi;F;22
14.10.11;IN;ACRE;Hyadaphis.foeniculi;F;6
14.10.11;IN;NEPAC;Rhopalosiphum.insertum;F;7
14.10.11;IN;SEPAC;Hyadaphis.foeniculi;M;1
14.10.11;IN;PPAC;Hyadaphis.foeniculi;F;1
14.10.11;IN;NEPAC;Hyadaphis.foeniculi;F;1
14.10.11;IN;PPAC;Aphis.gossypii;F;3
14.10.11;IN;DPAC;Aphis.gossypii;F;11
14.10.11;IN;NEPAC;Pemphigus.sp.;F;20
14.10.11;IN;DPAC;Hyadaphis.foeniculi;F;30
14.10.11;IN;DPAC;Hyadaphis.foeniculi;M;6
14.10.11;IN;DPAC;Prociphilus.sp.;F;1
14.10.11;IN;DPAC;Rhopalosiphum.insertum;F;2
14.10.11;IN;PPAC;Sitobion.avenae;F;1
14.10.11;IN;SEPAC;Rhopalosiphum.insertum;F;5
14.10.11;IN;PPAC;Prociphilus.sp.;F;4
14.10.11;IN;PPAC;Rhopalosiphum.insertum;F;17
14.10.11;IN;PPAC;Pemphigus.sp.;F;98
14.10.11;IN;ACRE;Pemphigus.sp.;F;8
14.10.11;IN;SEPAC;Prociphilus.sp.;F;1
14.10.11;IN;DPAC;Pemphigus.sp.;F;45
14.10.11;IN;PPAC;Phylloxerids;F;4
14.10.11;IN;SEPAC;Pemphigus.sp.;F;9
14.10.11;IN;NEPAC;Capitophorus.elaeagni;F;4
